10,2,0.000000,0.000000,0.000000
10,4,0.000001,0.000768,0.006803
10,8,0.000000,0.000000,0.000000
10,16,0.000000,0.000000,0.000000
100,2,0.000001,0.003407,0.002990
100,4,0.000000,0.000000,0.000000
100,8,0.000001,0.001048,0.000129
100,16,0.000001,0.000735,0.000811
1000,2,0.000004,0.009756,0.007659
1000,4,0.000005,0.008194,0.038251
1000,8,0.000003,0.001724,0.010840
1000,16,0.000004,0.002701,0.002929
10000,2,0.000011,0.034717,0.022374
10000,4,0.000037,0.087968,0.229630
10000,8,0.000034,0.017229,0.095366
10000,16,0.000032,0.022341,0.018760
