10,2,0.000000,0.000000,0.000000
10,4,0.000000,0.000000,0.000000
10,8,0.000000,0.000000,0.000000
10,16,0.000000,0.000000,0.000000
100,2,0.000000,0.000000,0.000000
100,4,0.000000,0.000000,0.000000
100,8,0.000000,0.000000,0.000000
100,16,0.000000,0.000000,0.000000
1000,2,0.000003,0.013786,0.008609
1000,4,0.000004,0.003074,0.007737
1000,8,0.000003,0.005008,0.005697
1000,16,0.000004,0.002206,0.003085
10000,2,0.000028,0.110691,0.082278
10000,4,0.000080,0.116400,0.159145
10000,8,0.000052,0.073105,0.200737
10000,16,0.000035,0.020471,0.029781
