10,2,0.000000,0.000000,0.000000
10,4,0.000000,0.000000,0.000000
10,8,0.000000,0.000000,0.000000
10,16,0.000000,0.000000,0.000000
100,2,0.000000,0.000000,0.000000
100,4,0.000000,0.000000,0.000000
100,8,0.000000,0.000000,0.000000
100,16,0.000000,0.000000,0.000000
1000,2,0.000003,0.007566,0.003281
1000,4,0.000004,0.014026,0.012100
1000,8,0.000005,0.004276,0.025150
1000,16,0.000003,0.000407,0.002931
10000,2,0.000023,0.123711,0.070640
10000,4,0.000030,0.091904,0.210000
10000,8,0.000030,0.045242,0.120574
10000,16,0.000029,0.004052,0.025695
100000,2,0.000273,0.427239,0.279678
100000,4,0.000255,0.660902,1.072144
100000,8,0.000206,0.377953,0.804469
100000,16,0.000304,0.290036,0.280961
1000000,2,0.001301,1.495478,0.872562
1000000,4,0.001112,1.098963,1.272231
1000000,8,0.001082,1.184856,1.610362
1000000,16,0.003373,2.435359,2.358620
10000000,2,0.009258,1.664209,1.368928
10000000,4,0.010314,1.660589,1.399094
10000000,8,0.010866,2.169356,2.114405
10000000,16,0.012496,2.818910,3.105344
100000000,2,0.088484,1.581372,1.585222
100000000,4,0.095268,1.801352,1.664069
100000000,8,0.099493,2.453113,2.376284
100000000,16,0.105700,2.889871,3.197902
1000000000,2,1.029145,1.757909,1.836568
1000000000,4,1.122120,2.255572,2.213133
1000000000,8,0.980341,2.615841,2.452758
1000000000,16,1.030061,3.167887,3.186419
10000000000,2,10.769920,1.783349,1.813161
10000000000,4,10.287990,1.828434,2.142222
10000000000,8,10.014093,2.439986,2.471573
10000000000,16,12.021655,4.210630,3.402520
