10,2,0.000001,0.003799,0.008511
10,4,0.000000,0.000000,0.000000
10,8,0.000000,0.000000,0.000000
10,16,0.000000,0.000000,0.000000
100,2,0.000000,0.000000,0.000000
100,4,0.000001,0.003529,0.007740
100,8,0.000000,0.000000,0.000000
100,16,0.000001,0.000242,0.001243
1000,2,0.000003,0.012059,0.010543
1000,4,0.000003,0.006904,0.023679
1000,8,0.000003,0.004732,0.000262
1000,16,0.000004,0.003635,0.004632
10000,2,0.000032,0.068683,0.072787
10000,4,0.000033,0.079447,0.185984
10000,8,0.000114,0.172128,0.024851
10000,16,0.000029,0.028319,0.033664
10,2,0.000000,0.000000,0.000000
10,4,0.000000,0.000000,0.000000
10,8,0.000001,0.000913,0.002972
10,16,0.000000,0.000000,0.000000
100,2,0.000033,0.107897,0.083283
100,4,0.000001,0.002157,0.007117
100,8,0.000000,0.000000,0.000000
100,16,0.000000,0.000000,0.000000
1000,2,0.000001,0.002503,0.002465
1000,4,0.000004,0.009450,0.022758
1000,8,0.000004,0.006549,0.015413
1000,16,0.000003,0.002843,0.003273
10000,2,0.000031,0.119157,0.067673
10000,4,0.000031,0.084912,0.150463
10000,8,0.000031,0.047101,0.120594
10000,16,0.000034,0.026472,0.052133
