10,2,0.000001,0.002571,0.008909
10,4,0.000000,0.000000,0.000000
10,8,0.000000,0.000000,0.000000
10,16,0.000000,0.000000,0.000000
100,2,0.000000,0.000000,0.000000
100,4,0.000000,0.000000,0.000000
100,8,0.000001,0.002204,0.002735
100,16,0.000000,0.000000,0.000000
1000,2,0.000004,0.011696,0.013158
1000,4,0.000003,0.005044,0.022556
1000,8,0.000002,0.002543,0.008949
1000,16,0.000003,0.002276,0.003511
10000,2,0.000029,0.097992,0.057358
10000,4,0.000034,0.041377,0.153598
10000,8,0.000071,0.056886,0.025946
10000,16,0.000042,0.040978,0.035081
