10,2,0.000000,0.000000,0.000000
10,4,0.000000,0.000000,0.000000
10,8,0.000001,0.001380,0.003626
10,16,0.000000,0.000000,0.000000
100,2,0.000000,0.000000,0.000000
100,4,0.000001,0.002708,0.004376
100,8,0.000000,0.000000,0.000000
100,16,0.000000,0.000000,0.000000
1000,2,0.000001,0.003987,0.003311
1000,4,0.000003,0.004149,0.020124
1000,8,0.000003,0.003721,0.014286
1000,16,0.000003,0.002933,0.002822
10000,2,0.000012,0.050049,0.028684
10000,4,0.000031,0.054760,0.180305
10000,8,0.000031,0.051323,0.141458
10000,16,0.000033,0.033642,0.009460
100000,2,0.000132,0.272370,0.151118
100000,4,0.000140,0.482334,0.551174
100000,8,0.000403,0.519201,1.000000
100000,16,0.000372,0.329951,0.271478
1000000,2,0.002180,1.833567,0.955386
1000000,4,0.001044,0.931306,1.011550
1000000,8,0.003189,2.664011,4.052105
1000000,16,0.003897,1.180984,2.640284
10000000,2,0.010226,1.064108,1.162326
10000000,4,0.010560,1.388203,1.273820
10000000,8,0.019253,4.102677,3.895653
10000000,16,0.020427,5.170298,5.251103
100000000,2,0.109633,1.469164,1.256366
100000000,4,0.205104,2.386818,2.405970
100000000,8,0.138620,3.548799,3.063766
100000000,16,0.116799,3.245601,3.430225
1000000000,2,1.020070,1.821076,1.138496
1000000000,4,1.022312,1.974955,1.857915
1000000000,8,0.947316,2.680169,2.527653
1000000000,16,0.952459,3.129249,3.176071
10000000000,2,9.252617,1.745873,1.908396
10000000000,4,9.219781,2.017603,2.083686
10000000000,8,8.875051,2.559665,2.400874
10000000000,16,9.814148,3.325964,3.482297
