10,2,0.000000,0.000000,0.000000
10,4,0.000000,0.000000,0.000000
10,8,0.000000,0.000000,0.000000
10,16,0.000000,0.000000,0.000000
100,2,0.000000,0.000000,0.000000
100,4,0.000000,0.000000,0.000000
100,8,0.000000,0.000000,0.000000
100,16,0.000000,0.000000,0.000000
1000,2,0.000004,0.008630,0.004798
1000,4,0.000005,0.005716,0.019793
1000,8,0.000004,0.003304,0.020782
1000,16,0.000003,0.002728,0.002535
10000,2,0.000045,0.194819,0.287462
10000,4,0.000013,0.007948,0.090604
10000,8,0.000024,0.044883,0.082850
10000,16,0.000032,0.027330,0.023525
100000,2,0.000219,0.693585,0.511978
100000,4,0.000159,0.267657,0.424300
100000,8,0.000185,0.412108,0.687943
100000,16,0.000512,0.299693,0.689910
1000000,2,0.001105,1.280387,0.978881
1000000,4,0.001006,0.954309,1.177834
1000000,8,0.001086,1.352435,1.665448
1000000,16,0.003581,1.980353,2.534425
10000000,2,0.008998,1.451483,1.273065
10000000,4,0.011040,1.914696,1.385713
10000000,8,0.010707,2.397576,2.236170
10000000,16,0.019488,5.125666,5.151509
100000000,2,0.098212,1.183577,1.850261
100000000,4,0.108820,2.217879,1.948157
100000000,8,0.112638,2.788759,2.509764
100000000,16,0.104120,3.170408,3.169764
1000000000,2,0.963887,1.813433,1.856099
1000000000,4,1.078909,2.227517,2.132037
1000000000,8,0.931333,2.629672,2.377530
1000000000,16,0.967540,2.939235,3.133651
10000000000,2,9.082585,1.197772,1.678079
10000000000,4,9.318766,2.102500,1.987284
10000000000,8,8.634238,2.323952,2.291239
10000000000,16,9.633723,3.039401,3.160913
