10,2,0.000001,0.001624,0.005926
10,4,0.000000,0.000000,0.000000
10,8,0.000000,0.000000,0.000000
10,16,0.000000,0.000000,0.000000
100,2,0.000000,0.000000,0.000000
100,4,0.000001,0.002571,0.004843
100,8,0.000001,0.001680,0.004965
100,16,0.000000,0.000000,0.000000
1000,2,0.000001,0.003034,0.002643
1000,4,0.000004,0.009626,0.024854
1000,8,0.000003,0.004305,0.000932
1000,16,0.000004,0.001646,0.003184
10000,2,0.000013,0.041538,0.025592
10000,4,0.000037,0.086159,0.167931
10000,8,0.000037,0.048000,0.108711
10000,16,0.000048,0.026893,0.065027
100000,2,0.000377,0.956443,0.394264
100000,4,0.000292,0.688976,1.154571
100000,8,0.000331,0.503991,1.146040
100000,16,0.000355,0.269551,0.268579
1000000,2,0.001562,1.017707,1.438419
1000000,4,0.001097,0.961346,1.129634
1000000,8,0.003064,2.850299,4.244386
1000000,16,0.003563,1.996127,2.875698
10000000,2,0.009620,1.074855,1.636345
10000000,4,0.011981,1.727645,1.431926
10000000,8,0.012301,2.862675,2.551001
10000000,16,0.012296,3.019673,3.212871
100000000,2,0.103863,1.819892,1.123852
100000000,4,0.106171,1.663677,1.389671
100000000,8,0.106971,2.527613,2.423443
100000000,16,0.116488,3.238929,3.174306
1000000000,2,1.086495,1.578432,1.850853
1000000000,4,0.907403,1.848602,1.917917
1000000000,8,1.020521,2.519527,2.257091
1000000000,16,1.053818,3.312060,3.192895
10000000000,2,9.886961,1.367398,1.525155
10000000000,4,10.399538,2.117362,1.884031
10000000000,8,12.626010,2.932288,2.868565
10000000000,16,9.975288,2.916217,2.805237
10,2,0.000001,0.002882,0.008658
10,4,0.000000,0.000000,0.000000
10,8,0.000000,0.000000,0.000000
10,16,0.000000,0.000000,0.000000
100,2,0.000000,0.000000,0.000000
100,4,0.000000,0.000000,0.000000
100,8,0.000000,0.000000,0.000000
100,16,0.000001,0.000931,0.001057
1000,2,0.000003,0.013187,0.008772
1000,4,0.000003,0.009600,0.022181
1000,8,0.000002,0.004159,0.002152
1000,16,0.000003,0.000755,0.003394
10000,2,0.000029,0.079895,0.032612
10000,4,0.000031,0.102282,0.137131
10000,8,0.000030,0.042254,0.011589
10000,16,0.000029,0.025282,0.027550
100000,2,0.000243,0.817817,0.601535
100000,4,0.000303,0.658891,1.569136
100000,8,0.000281,0.437430,0.929755
100000,16,0.000292,0.039431,0.208617
1000000,2,0.002406,1.800678,1.408571
1000000,4,0.003717,3.192709,3.336901
1000000,8,0.003571,2.030089,3.223155
1000000,16,0.003807,2.655138,2.734715
10000000,2,0.012683,1.487612,2.092228
10000000,4,0.010430,1.611070,1.380380
10000000,8,0.017874,3.568423,3.393644
10000000,16,0.011833,2.849245,3.014700
100000000,2,0.091707,1.716657,1.388265
100000000,4,0.096435,1.706200,1.729125
100000000,8,0.102927,2.594072,2.297382
100000000,16,0.113428,2.803736,3.133555
